Source Row Number,PDF Name,URL,Control Axes Status,Our Axes Status,Axes Match,Control PDF/UA,Our PDF/UA,PDF/UA Match,Control WCAG,Our WCAG,WCAG Match,Final URL,Retrieval Category,Overall Result,Failure Summary,Control PDF/UA Notes,Our PDF/UA Notes,Control WCAG Notes,Our WCAG Notes,Adobe Acrobat Audit Status
,Kinetic Business Banking Terms And Conditions,https://www.business.hsbc.uk/-/media/media/uk/pdfs/solutions/kinetic-business-banking-terms-and-conditions.pdf,,,False,,Pass,False,,Pending Adobe,False,https://www.business.hsbc.uk/-/media/media/uk/pdfs/solutions/kinetic-business-banking-terms-and-conditions.pdf,DIRECT_FILE_OK,NEEDS_MANUAL_REVIEW,"At least one heading present, Adobe accessibility check, Colour contrast machine check, Reading order machine check",,The file meets all machine-verifiable PDF/UA requirements.,,Adobe machine checks were unavailable for this file. Re-run the Adobe step before treating WCAG as final.,Not Started
,Kinetic Savings Account Extra Terms,https://www.business.hsbc.uk/-/media/media/uk/pdfs/solutions/kinetic-savings-account-extra-terms.pdf,,,False,,Pass,False,,Pending Adobe,False,https://www.business.hsbc.uk/-/media/media/uk/pdfs/solutions/kinetic-savings-account-extra-terms.pdf,DIRECT_FILE_OK,NEEDS_MANUAL_REVIEW,"At least one heading present, Adobe accessibility check, Colour contrast machine check, Reading order machine check",,The file meets all machine-verifiable PDF/UA requirements.,,Adobe machine checks were unavailable for this file. Re-run the Adobe step before treating WCAG as final.,Not Started
,Customer Documentation Guide 12Dec19,https://www.business.hsbc.uk/-/media/library/business-uk/pdfs/customer-documentation-guide-12dec19.pdf,,,False,,Fail,False,,Pending Adobe,False,https://www.business.hsbc.uk/-/media/media/uk/pdfs/campaigns/customer-documentation-guide-12dec19.pdf,DIRECT_FILE_OK,FAIL,"Figure alt text present, At least one heading present, Adobe accessibility check, Colour contrast machine check, Reading order machine check",,Figure 1 is missing /Alt text.,,Adobe machine checks were unavailable for this file. Re-run the Adobe step before treating WCAG as final.,Not Started
,Intro Letter From Customer,https://www.business.hsbc.uk/-/media/media/uk/pdfs/generic/gib-rf-iif/intro-letter-from-customer.pdf,,,False,,Fail,False,,Pending Adobe,False,https://www.business.hsbc.uk/-/media/media/uk/pdfs/generic/gib-rf-iif/intro-letter-from-customer.pdf,DIRECT_FILE_OK,FAIL,"At least one heading present, Document title present, Adobe accessibility check, Colour contrast machine check, Reading order machine check",,Document title metadata is missing.,,Adobe machine checks were unavailable for this file. Re-run the Adobe step before treating WCAG as final.,Not Started
,Corporate Card Privacy Notice,https://www.business.hsbc.uk/-/media/media/uk/pdfs/products/corporate-card-privacy-notice.pdf,,,False,,Pass,False,,Pending Adobe,False,https://www.business.hsbc.uk/-/media/media/uk/pdfs/products/corporate-card-privacy-notice.pdf,DIRECT_FILE_OK,NEEDS_MANUAL_REVIEW,"At least one heading present, Adobe accessibility check, Colour contrast machine check, Reading order machine check",,The file meets all machine-verifiable PDF/UA requirements.,,Adobe machine checks were unavailable for this file. Re-run the Adobe step before treating WCAG as final.,Not Started
,Hsbc Uk Tech Event Summary Time To Accelerate,https://www.business.hsbc.uk/-/media/media/uk/pdfs/campaigns/hsbc-uk-tech-event-summary-time-to-accelerate.pdf,,,False,,Fail,False,,Pending Adobe,False,https://www.business.hsbc.uk/-/media/media/uk/pdfs/campaigns/hsbc-uk-tech-event-summary-time-to-accelerate.pdf,DIRECT_FILE_OK,FAIL,"Figure alt text present, At least one heading present, Document title present, Bookmarks present when required, TOC present for general documents, Adobe accessibility check, Colour contrast machine check, Reading order machine check",,Document title metadata is missing. | Figure 1 is missing /Alt text. | No bookmarks found for 5-page document.,,Adobe machine checks were unavailable for this file. Re-run the Adobe step before treating WCAG as final.,Not Started
,Business Deposit Account Summary Sheet,https://www.business.hsbc.uk/-/media/media/uk/pdfs/generic/business-deposit-account-summary-sheet.pdf,,,False,,Pass,False,,Pending Adobe,False,https://www.business.hsbc.uk/-/media/media/uk/pdfs/generic/business-deposit-account.pdf,DIRECT_FILE_OK,NEEDS_MANUAL_REVIEW,"At least one heading present, Adobe accessibility check, Colour contrast machine check, Reading order machine check",,The file meets all machine-verifiable PDF/UA requirements.,,Adobe machine checks were unavailable for this file. Re-run the Adobe step before treating WCAG as final.,Not Started
,Client Factsheet,https://www.business.hsbc.uk/-/media/library/business-uk/pdfs/client-factsheet.pdf,,,False,,Fail,False,,Pending Adobe,False,https://www.business.hsbc.uk/-/media/library/business-uk/pdfs/client-factsheet.pdf,DIRECT_FILE_OK,FAIL,"At least one heading present, Document title present, Tagged PDF present, Adobe accessibility check, Colour contrast machine check, Reading order machine check",,"Basic requirement for accessible PDFs not met!

The PDF does not contain an invisible structural layer in the form of tags and therefore does not meet the requirements for further accessibility testing.",,Adobe machine checks were unavailable for this file. Re-run the Adobe step before treating WCAG as final.,Not Started
,Hsbc Trading Safely Guide,https://www.business.hsbc.uk/-/media/media/uk/pdfs/campaigns/hsbc-trading-safely-guide.pdf,,,False,,Fail,False,,Pending Adobe,False,https://www.business.hsbc.uk/-/media/media/uk/pdfs/campaigns/hsbc-trading-safely-guide.pdf,DIRECT_FILE_OK,FAIL,"At least one heading present, Links use Link tag, Document title present, Bookmarks present when required, Tagged PDF present, TOC present for general documents, Adobe accessibility check, Colour contrast machine check, Reading order machine check",,"Basic requirement for accessible PDFs not met!

The PDF does not contain an invisible structural layer in the form of tags and therefore does not meet the requirements for further accessibility testing.",,Adobe machine checks were unavailable for this file. Re-run the Adobe step before treating WCAG as final.,Not Started
,Business Banking Price List?Vid=01902Fa066E70007A79Ce0C791Fb0506F004506700Fb8&Sid=1724940732345&Bln=Ws,https://www.business.hsbc.uk/-/media/library/business-uk/pdfs/business-banking-price-list.pdf?vid=01902fa066e70007a79ce0c791fb0506f004506700fb8&sid=1724940732345&bln=ws,,,False,,Pass,False,,Pending Adobe,False,https://www.business.hsbc.uk/-/media/media/uk/PDFs/regulations/business-price-list.pdf?vid=01902fa066e70007a79ce0c791fb0506f004506700fb8&sid=1724940732345&bln=ws,DIRECT_FILE_OK,NEEDS_MANUAL_REVIEW,"At least one heading present, Adobe accessibility check, Colour contrast machine check, Reading order machine check",,The file meets all machine-verifiable PDF/UA requirements.,,Adobe machine checks were unavailable for this file. Re-run the Adobe step before treating WCAG as final.,Not Started
,Econ 101 Uk Inflation Explainer Cmbwl,https://www.business.hsbc.uk/-/media/media/uk/pdfs/campaigns/econ-101-uk-inflation-explainer-cmbwl.pdf,,,False,,Fail,False,,Pending Adobe,False,https://www.business.hsbc.uk/-/media/media/uk/pdfs/campaigns/econ-101-uk-inflation-explainer-cmbwl.pdf,DIRECT_FILE_OK,FAIL,"Figure alt text present, At least one heading present, Bookmarks present when required, Adobe accessibility check, Colour contrast machine check, Reading order machine check",,Figure 1 is missing /Alt text. | No bookmarks found for 4-page document.,,Adobe machine checks were unavailable for this file. Re-run the Adobe step before treating WCAG as final.,Not Started
,Sustainability,https://www.business.hsbc.uk/-/media/media/uk/pdfs/campaigns/sustainability.pdf,,,False,,Fail,False,,Pending Adobe,False,https://www.business.hsbc.uk/-/media/media/uk/pdfs/campaigns/sustainability.pdf,DIRECT_FILE_OK,FAIL,"At least one heading present, Links use Link tag, Document title present, Tagged PDF present, Adobe accessibility check, Colour contrast machine check, Reading order machine check",,"Basic requirement for accessible PDFs not met!

The PDF does not contain an invisible structural layer in the form of tags and therefore does not meet the requirements for further accessibility testing.",,Adobe machine checks were unavailable for this file. Re-run the Adobe step before treating WCAG as final.,Not Started
,Telling Stories With Data Visualisation,https://www.business.hsbc.uk/-/media/media/uk/pdfs/generic/telling-stories-with-data-visualisation.pdf,,,False,,Fail,False,,Pending Adobe,False,https://www.business.hsbc.uk/-/media/media/uk/pdfs/generic/telling-stories-with-data-visualisation.pdf,DIRECT_FILE_OK,FAIL,"At least one heading present, Links use Link tag, Document language present, Document title present, Bookmarks present when required, Tagged PDF present, TOC present for general documents, Adobe accessibility check, Colour contrast machine check, Reading order machine check",,"Basic requirement for accessible PDFs not met!

The PDF does not contain an invisible structural layer in the form of tags and therefore does not meet the requirements for further accessibility testing.",,Adobe machine checks were unavailable for this file. Re-run the Adobe step before treating WCAG as final.,Not Started
,Clean Electric Vol 6,https://www.business.hsbc.uk/-/media/media/uk/pdfs/campaigns/clean-electric-vol-6.pdf,,,False,,Fail,False,,Pending Adobe,False,https://www.business.hsbc.uk/-/media/media/uk/pdfs/campaigns/clean-electric-vol-6.pdf,DIRECT_FILE_OK,FAIL,"At least one heading present, Links use Link tag, Document title present, Tagged PDF present, Adobe accessibility check, Colour contrast machine check, Reading order machine check",,"Basic requirement for accessible PDFs not met!

The PDF does not contain an invisible structural layer in the form of tags and therefore does not meet the requirements for further accessibility testing.",,Adobe machine checks were unavailable for this file. Re-run the Adobe step before treating WCAG as final.,Not Started
,Cmblit206 02 Charities,https://www.business.hsbc.uk/-/media/media/uk/pdfs/common/cmblit206-02-charities.pdf,,,False,,Fail,False,,Pending Adobe,False,https://www.business.hsbc.uk/-/media/media/uk/pdfs/common/cmblit206-02-charities.pdf,DIRECT_FILE_OK,FAIL,"At least one heading present, Links use Link tag, Document title present, Tagged PDF present, Adobe accessibility check, Colour contrast machine check, Reading order machine check",,"Basic requirement for accessible PDFs not met!

The PDF does not contain an invisible structural layer in the form of tags and therefore does not meet the requirements for further accessibility testing.",,Adobe machine checks were unavailable for this file. Re-run the Adobe step before treating WCAG as final.,Not Started
,Hsbc Uk Esg Directory?Link=Header,https://www.business.hsbc.uk/-/media/media/uk/pdfs/solutions/hsbc-uk-esg-directory.pdf?link=header,,,False,,Pass,False,,Pending Adobe,False,https://www.business.hsbc.uk/-/media/media/uk/pdfs/solutions/hsbc-uk-esg-directory.pdf?link=header,DIRECT_FILE_OK,NEEDS_MANUAL_REVIEW,"At least one heading present, Adobe accessibility check, Colour contrast machine check, Reading order machine check",,The file meets all machine-verifiable PDF/UA requirements.,,Adobe machine checks were unavailable for this file. Re-run the Adobe step before treating WCAG as final.,Not Started
,Uk In Focus July,https://www.business.hsbc.uk/-/media/media/uk/pdfs/article/uk-in-focus-july.pdf,,,False,,Fail,False,,Pending Adobe,False,https://www.business.hsbc.uk/-/media/media/uk/pdfs/article/uk-in-focus-july.pdf,DIRECT_FILE_OK,FAIL,"At least one heading present, Links use Link tag, Document title present, Tagged PDF present, Adobe accessibility check, Colour contrast machine check, Reading order machine check",,"Basic requirement for accessible PDFs not met!

The PDF does not contain an invisible structural layer in the form of tags and therefore does not meet the requirements for further accessibility testing.",,Adobe machine checks were unavailable for this file. Re-run the Adobe step before treating WCAG as final.,Not Started
,Uk In Focus November 2025,https://www.business.hsbc.uk/-/media/media/uk/pdfs/article/uk-in-focus-november-2025.pdf?download=1,,,False,,Fail,False,,Pending Adobe,False,https://www.business.hsbc.uk/-/media/media/uk/pdfs/article/uk-in-focus-november-2025.pdf?download=1,DIRECT_FILE_OK,FAIL,"At least one heading present, Links use Link tag, Document title present, Tagged PDF present, Adobe accessibility check, Colour contrast machine check, Reading order machine check",,"Basic requirement for accessible PDFs not met!

The PDF does not contain an invisible structural layer in the form of tags and therefore does not meet the requirements for further accessibility testing.",,Adobe machine checks were unavailable for this file. Re-run the Adobe step before treating WCAG as final.,Not Started
,Cmblit202 02 Spending Paradox,https://www.business.hsbc.uk/-/media/media/uk/pdfs/common/cmblit202-02-spending-paradox.pdf,,,False,,Fail,False,,Pending Adobe,False,https://www.business.hsbc.uk/-/media/media/uk/pdfs/common/cmblit202-02-spending-paradox.pdf,DIRECT_FILE_OK,FAIL,"At least one heading present, Links use Link tag, Document title present, Tagged PDF present, Adobe accessibility check, Colour contrast machine check, Reading order machine check",,"Basic requirement for accessible PDFs not met!

The PDF does not contain an invisible structural layer in the form of tags and therefore does not meet the requirements for further accessibility testing.",,Adobe machine checks were unavailable for this file. Re-run the Adobe step before treating WCAG as final.,Not Started
,Electronic Wallet For Business Debit Card Additional Conditions,https://www.business.hsbc.uk/-/media/media/uk/pdfs/article/electronic-wallet-for-business-debit-card-additional-conditions.pdf?download=1,,,False,,Pass,False,,Pending Adobe,False,https://www.business.hsbc.uk/-/media/media/uk/pdfs/article/electronic-wallet-for-business-debit-card-additional-conditions.pdf?download=1,DIRECT_FILE_OK,NEEDS_MANUAL_REVIEW,"At least one heading present, Adobe accessibility check, Colour contrast machine check, Reading order machine check",,The file meets all machine-verifiable PDF/UA requirements.,,Adobe machine checks were unavailable for this file. Re-run the Adobe step before treating WCAG as final.,Not Started
,Digital Wallet For Commercial Card Additional Conditions,https://www.business.hsbc.uk/-/media/media/uk/pdfs/digital-wallet-for-commercial-card-additional-conditions.pdf?download=1,,,False,,Pass,False,,Pending Adobe,False,https://www.business.hsbc.uk/-/media/media/uk/pdfs/digital-wallet-for-commercial-card-additional-conditions.pdf?download=1,DIRECT_FILE_OK,NEEDS_MANUAL_REVIEW,"At least one heading present, Adobe accessibility check, Colour contrast machine check, Reading order machine check",,The file meets all machine-verifiable PDF/UA requirements.,,Adobe machine checks were unavailable for this file. Re-run the Adobe step before treating WCAG as final.,Not Started
,Electronic Wallet For Debit Cards Hbuk Hsb Cmblit357 Wa,https://www.business.hsbc.uk/-/media/media/uk/pdfs/solutions/electronic-wallet-for-debit-cards-hbuk-hsb-cmblit357-wa.pdf,,,False,,Pass,False,,Pending Adobe,False,https://www.business.hsbc.uk/-/media/media/uk/pdfs/solutions/electronic-wallet-for-debit-cards-hbuk-hsb-cmblit357-wa.pdf,DIRECT_FILE_OK,NEEDS_MANUAL_REVIEW,"At least one heading present, Adobe accessibility check, Colour contrast machine check, Reading order machine check",,The file meets all machine-verifiable PDF/UA requirements.,,Adobe machine checks were unavailable for this file. Re-run the Adobe step before treating WCAG as final.,Not Started
,Southern Ireland Credit Protection Tc,https://www.business.hsbc.uk/-/media/media/uk/pdfs/products/southern-ireland-credit-protection-tc.pdf,,,False,,Pass,False,,Pending Adobe,False,https://www.business.hsbc.uk/-/media/media/uk/pdfs/products/southern-ireland-credit-protection-tc.pdf,DIRECT_FILE_OK,NEEDS_MANUAL_REVIEW,"Adobe accessibility check, Colour contrast machine check, Reading order machine check",,The file meets all machine-verifiable PDF/UA requirements.,,Adobe machine checks were unavailable for this file. Re-run the Adobe step before treating WCAG as final.,Not Started
,Hsbc Uk Esg Directory?Header,https://www.business.hsbc.uk/-/media/media/uk/pdfs/solutions/hsbc-uk-esg-directory.pdf?header,,,False,,Pass,False,,Pending Adobe,False,https://www.business.hsbc.uk/-/media/media/uk/pdfs/solutions/hsbc-uk-esg-directory.pdf?header,DIRECT_FILE_OK,NEEDS_MANUAL_REVIEW,"At least one heading present, Adobe accessibility check, Colour contrast machine check, Reading order machine check",,The file meets all machine-verifiable PDF/UA requirements.,,Adobe machine checks were unavailable for this file. Re-run the Adobe step before treating WCAG as final.,Not Started
,Hsbc Uk Esg Directory?Link=Carbon,https://www.business.hsbc.uk/-/media/media/uk/pdfs/solutions/hsbc-uk-esg-directory.pdf?link=carbon,,,False,,Pass,False,,Pending Adobe,False,https://www.business.hsbc.uk/-/media/media/uk/pdfs/solutions/hsbc-uk-esg-directory.pdf?link=carbon,DIRECT_FILE_OK,NEEDS_MANUAL_REVIEW,"At least one heading present, Adobe accessibility check, Colour contrast machine check, Reading order machine check",,The file meets all machine-verifiable PDF/UA requirements.,,Adobe machine checks were unavailable for this file. Re-run the Adobe step before treating WCAG as final.,Not Started
,Hsbc Uk Esg Directory?Link=Supply,https://www.business.hsbc.uk/-/media/media/uk/pdfs/solutions/hsbc-uk-esg-directory.pdf?link=supply,,,False,,Pass,False,,Pending Adobe,False,https://www.business.hsbc.uk/-/media/media/uk/pdfs/solutions/hsbc-uk-esg-directory.pdf?link=supply,DIRECT_FILE_OK,NEEDS_MANUAL_REVIEW,"At least one heading present, Adobe accessibility check, Colour contrast machine check, Reading order machine check",,The file meets all machine-verifiable PDF/UA requirements.,,Adobe machine checks were unavailable for this file. Re-run the Adobe step before treating WCAG as final.,Not Started
,8 Steps To Make Your Business More Inclusive And Diverse,https://www.business.hsbc.uk/-/media/media/uk/pdfs/campaigns/8-steps-to-make-your-business-more-inclusive-and-diverse.pdf,,,False,,Fail,False,,Pending Adobe,False,https://www.business.hsbc.uk/-/media/media/uk/pdfs/campaigns/8-steps-to-make-your-business-more-inclusive-and-diverse.pdf,DIRECT_FILE_OK,FAIL,"At least one heading present, Links use Link tag, Document title present, Bookmarks present when required, Tagged PDF present, TOC present for general documents, Adobe accessibility check, Colour contrast machine check, Reading order machine check",,"Basic requirement for accessible PDFs not met!

The PDF does not contain an invisible structural layer in the form of tags and therefore does not meet the requirements for further accessibility testing.",,Adobe machine checks were unavailable for this file. Re-run the Adobe step before treating WCAG as final.,Not Started
,Digital Wallet For Company Card Additional Conditions,https://www.business.hsbc.uk/-/media/media/uk/pdfs/article/digital-wallet-for-company-card-additional-conditions.pdf?download=1,,,False,,Pass,False,,Pending Adobe,False,https://www.business.hsbc.uk/-/media/media/uk/pdfs/article/digital-wallet-for-company-card-additional-conditions.pdf?download=1,DIRECT_FILE_OK,NEEDS_MANUAL_REVIEW,"At least one heading present, Adobe accessibility check, Colour contrast machine check, Reading order machine check",,The file meets all machine-verifiable PDF/UA requirements.,,Adobe machine checks were unavailable for this file. Re-run the Adobe step before treating WCAG as final.,Not Started
,E Wallet For Corporate Cards Additional Conditions,https://www.business.hsbc.uk/-/media/media/uk/pdfs/article/e-wallet-for-corporate-cards-additional-conditions.pdf?download=1,,,False,,Pass,False,,Pending Adobe,False,https://www.business.hsbc.uk/-/media/media/uk/pdfs/article/e-wallet-for-corporate-cards-additional-conditions.pdf?download=1,DIRECT_FILE_OK,NEEDS_MANUAL_REVIEW,"At least one heading present, Adobe accessibility check, Colour contrast machine check, Reading order machine check",,The file meets all machine-verifiable PDF/UA requirements.,,Adobe machine checks were unavailable for this file. Re-run the Adobe step before treating WCAG as final.,Not Started
,E Wallet For Hsbc Kinetic Credit Card Additional Conditions,https://www.business.hsbc.uk/-/media/media/uk/pdfs/article/e-wallet-for-hsbc-kinetic-credit-card-additional-conditions.pdf?download=1,,,False,,Pass,False,,Pending Adobe,False,https://www.business.hsbc.uk/-/media/media/uk/pdfs/article/e-wallet-for-hsbc-kinetic-credit-card-additional-conditions.pdf?download=1,DIRECT_FILE_OK,NEEDS_MANUAL_REVIEW,"At least one heading present, Adobe accessibility check, Colour contrast machine check, Reading order machine check",,The file meets all machine-verifiable PDF/UA requirements.,,Adobe machine checks were unavailable for this file. Re-run the Adobe step before treating WCAG as final.,Not Started
,Glimpse Into The Future,https://www.business.hsbc.uk/-/media/media/uk/pdfs/campaigns/glimpse-into-the-future.pdf,,,False,,Fail,False,,Pending Adobe,False,https://www.business.hsbc.uk/-/media/media/uk/pdfs/campaigns/glimpse-into-the-future.pdf,DIRECT_FILE_OK,FAIL,"Figure alt text present, At least one heading present, Document title present, Bookmarks present when required, TOC present for general documents, Adobe accessibility check, Colour contrast machine check, Reading order machine check",,Document title metadata is missing. | Figure 1 is missing /Alt text. | No bookmarks found for 9-page document.,,Adobe machine checks were unavailable for this file. Re-run the Adobe step before treating WCAG as final.,Not Started
,Hsb Cmblit374 01 Wa Corporate Cards Privacy Notice,https://www.business.hsbc.uk/-/media/media/uk/pdfs/solutions/hsb-cmblit374-01-wa-corporate-cards-privacy-notice.pdf,,,False,,Fail,False,,Pending Adobe,False,https://www.business.hsbc.uk/-/media/media/uk/pdfs/solutions/hsb-cmblit374-01-wa-corporate-cards-privacy-notice.pdf,DIRECT_FILE_OK,FAIL,"At least one heading present, Document title present, Adobe accessibility check, Colour contrast machine check, Reading order machine check",,Document title metadata is missing.,,Adobe machine checks were unavailable for this file. Re-run the Adobe step before treating WCAG as final.,Not Started
,Hsbc Uk Esg Directory?Link=Footer,https://www.business.hsbc.uk/-/media/media/uk/pdfs/solutions/hsbc-uk-esg-directory.pdf?link=footer,,,False,,Pass,False,,Pending Adobe,False,https://www.business.hsbc.uk/-/media/media/uk/pdfs/solutions/hsbc-uk-esg-directory.pdf?link=footer,DIRECT_FILE_OK,NEEDS_MANUAL_REVIEW,"At least one heading present, Adobe accessibility check, Colour contrast machine check, Reading order machine check",,The file meets all machine-verifiable PDF/UA requirements.,,Adobe machine checks were unavailable for this file. Re-run the Adobe step before treating WCAG as final.,Not Started
,Hsbc Uk Esg Directory?Strategy,https://www.business.hsbc.uk/-/media/media/uk/pdfs/solutions/hsbc-uk-esg-directory.pdf?strategy,,,False,,Pass,False,,Pending Adobe,False,https://www.business.hsbc.uk/-/media/media/uk/pdfs/solutions/hsbc-uk-esg-directory.pdf?strategy,DIRECT_FILE_OK,NEEDS_MANUAL_REVIEW,"At least one heading present, Adobe accessibility check, Colour contrast machine check, Reading order machine check",,The file meets all machine-verifiable PDF/UA requirements.,,Adobe machine checks were unavailable for this file. Re-run the Adobe step before treating WCAG as final.,Not Started
,Managing Money With Dementia,https://www.hsbc.co.uk/content/dam/hsbc/gb/pdf/help-and-support/managing-money-with-dementia.pdf,,,False,,Pass,False,,Pending Adobe,False,https://www.hsbc.co.uk/content/dam/hsbc/gb/pdf/help-and-support/managing-money-with-dementia.pdf,DIRECT_FILE_OK,NEEDS_MANUAL_REVIEW,"At least one heading present, Adobe accessibility check, Colour contrast machine check, Reading order machine check",,The file meets all machine-verifiable PDF/UA requirements.,,Adobe machine checks were unavailable for this file. Re-run the Adobe step before treating WCAG as final.,Not Started
,Mandate For General Organisations,https://www.business.hsbc.uk/-/media/media/uk/pdfs/common/mandate-for-general-organisations.pdf,,,False,,Pass,False,,Pending Adobe,False,https://www.business.hsbc.uk/-/media/media/uk/pdfs/common/mandate-for-general-organisations.pdf,DIRECT_FILE_OK,NEEDS_MANUAL_REVIEW,"Form fields have tooltips, At least one heading present, Adobe accessibility check, Colour contrast machine check, Reading order machine check",,The file meets all machine-verifiable PDF/UA requirements.,,Adobe machine checks were unavailable for this file. Re-run the Adobe step before treating WCAG as final.,Not Started
,240221 Annual Report And Accounts 2023,https://www.hsbc.com/-/files/hsbc/investors/hsbc-results/2023/annual/pdfs/hsbc-uk-bank-plc/240221-annual-report-and-accounts-2023.pdf,,,False,,Fail,False,,Pending Adobe,False,https://www.hsbc.com/-/files/hsbc/investors/hsbc-results/2023/annual/pdfs/hsbc-uk-bank-plc/240221-annual-report-and-accounts-2023.pdf,DIRECT_FILE_OK,FAIL,"Figure alt text present, At least one heading present, Document language present, Bookmarks present when required, TOC present for general documents, Adobe accessibility check, Colour contrast machine check, Reading order machine check",,PDF catalog is missing /Lang. | Figure 1 is missing /Alt text. | No bookmarks found for 131-page document.,,Adobe machine checks were unavailable for this file. Re-run the Adobe step before treating WCAG as final.,Not Started
,Business Banking Terms And Conditions,https://www.business.hsbc.uk/-/media/media/uk/pdfs/regulations/business-banking-terms-and-conditions.pdf,,,False,,Pass,False,,Pending Adobe,False,https://www.business.hsbc.uk/-/media/media/uk/pdfs/regulations/business-banking-terms-and-conditions.pdf,DIRECT_FILE_OK,NEEDS_MANUAL_REVIEW,"At least one heading present, Adobe accessibility check, Colour contrast machine check, Reading order machine check",,The file meets all machine-verifiable PDF/UA requirements.,,Adobe machine checks were unavailable for this file. Re-run the Adobe step before treating WCAG as final.,Not Started
,Business Internet Banking Additional Conditions,https://www.business.hsbc.uk/-/media/media/uk/pdfs/campaigns/business-internet-banking-additional-conditions.pdf,,,False,,Pass,False,,Pending Adobe,False,https://www.business.hsbc.uk/-/media/media/uk/PDFs/regulations/business-internet-banking-additional-conditions.pdf,DIRECT_FILE_OK,NEEDS_MANUAL_REVIEW,"At least one heading present, Adobe accessibility check, Colour contrast machine check, Reading order machine check",,The file meets all machine-verifiable PDF/UA requirements.,,Adobe machine checks were unavailable for this file. Re-run the Adobe step before treating WCAG as final.,Not Started
,Commercial Card Agreement Terms,https://www.business.hsbc.uk/-/media/library/business-uk/pdfs/commercial-card-agreement-terms.pdf,,,False,,Pass,False,,Pending Adobe,False,https://www.business.hsbc.uk/-/media/library/business-uk/pdfs/commercial-card-agreement-terms.pdf,DIRECT_FILE_OK,NEEDS_MANUAL_REVIEW,"At least one heading present, Adobe accessibility check, Colour contrast machine check, Reading order machine check",,The file meets all machine-verifiable PDF/UA requirements.,,Adobe machine checks were unavailable for this file. Re-run the Adobe step before treating WCAG as final.,Not Started
,E Wallet For Hsbc Kinetic Credit Card Hsb Cmblit359 Wa,https://www.business.hsbc.uk/-/media/media/uk/pdfs/solutions/e-wallet-for-hsbc-kinetic-credit-card-hsb-cmblit359-wa.pdf,,,False,,Fail,False,,Pending Adobe,False,https://www.business.hsbc.uk/-/media/media/uk/pdfs/solutions/e-wallet-for-hsbc-kinetic-credit-card-hsb-cmblit359-wa.pdf,DIRECT_FILE_OK,FAIL,"At least one heading present, Document title present, Adobe accessibility check, Colour contrast machine check, Reading order machine check",,Document title metadata is missing.,,Adobe machine checks were unavailable for this file. Re-run the Adobe step before treating WCAG as final.,Not Started
,E Wallet For Hsbc Kinetic Debit Card Additional Conditions,https://www.business.hsbc.uk/-/media/media/uk/pdfs/article/e-wallet-for-hsbc-kinetic-debit-card-additional-conditions.pdf?download=1,,,False,,Pass,False,,Pending Adobe,False,https://www.business.hsbc.uk/-/media/media/uk/pdfs/article/e-wallet-for-hsbc-kinetic-debit-card-additional-conditions.pdf?download=1,DIRECT_FILE_OK,NEEDS_MANUAL_REVIEW,"At least one heading present, Adobe accessibility check, Colour contrast machine check, Reading order machine check",,The file meets all machine-verifiable PDF/UA requirements.,,Adobe machine checks were unavailable for this file. Re-run the Adobe step before treating WCAG as final.,Not Started
,E Wallet For Hsbc Kinetic Debit Cards Hsb Cmblit358 Wa,https://www.business.hsbc.uk/-/media/media/uk/pdfs/solutions/e-wallet-for-hsbc-kinetic-debit-cards-hsb-cmblit358-wa.pdf,,,False,,Fail,False,,Pending Adobe,False,https://www.business.hsbc.uk/-/media/media/uk/pdfs/solutions/e-wallet-for-hsbc-kinetic-debit-cards-hsb-cmblit358-wa.pdf,DIRECT_FILE_OK,FAIL,"At least one heading present, Document title present, Adobe accessibility check, Colour contrast machine check, Reading order machine check",,Document title metadata is missing.,,Adobe machine checks were unavailable for this file. Re-run the Adobe step before treating WCAG as final.,Not Started
,Fraud And Cyber Awareness App App Terms,https://www.business.hsbc.uk/-/media/media/uk/pdfs/campaigns/fraud-and-cyber-awareness-app-app-terms.pdf,,,False,,Pass,False,,Pending Adobe,False,https://www.business.hsbc.uk/-/media/media/uk/pdfs/campaigns/fraud-and-cyber-awareness-app-app-terms.pdf,DIRECT_FILE_OK,NEEDS_MANUAL_REVIEW,"At least one heading present, Adobe accessibility check, Colour contrast machine check, Reading order machine check",,The file meets all machine-verifiable PDF/UA requirements.,,Adobe machine checks were unavailable for this file. Re-run the Adobe step before treating WCAG as final.,Not Started
,How Cutting Edge Technologies Are Disrupting Manufacting,https://www.business.hsbc.uk/-/media/media/uk/pdfs/campaigns/how-cutting-edge-technologies-are-disrupting-manufacting.pdf,,,False,,Fail,False,,Pending Adobe,False,https://www.business.hsbc.uk/-/media/media/uk/pdfs/campaigns/how-cutting-edge-technologies-are-disrupting-manufacting.pdf,DIRECT_FILE_OK,FAIL,"At least one heading present, Links use Link tag, Document title present, Bookmarks present when required, Tagged PDF present, TOC present for general documents, Adobe accessibility check, Colour contrast machine check, Reading order machine check",,"Basic requirement for accessible PDFs not met!

The PDF does not contain an invisible structural layer in the form of tags and therefore does not meet the requirements for further accessibility testing.",,Adobe machine checks were unavailable for this file. Re-run the Adobe step before treating WCAG as final.,Not Started
